WID	ATCCODE	Name	Synonym	Brand
1000000	B01AE02	Lepirudin	Hirudin variant-1	Refludan
1000042	L01XC06	Cetuximab	Anti EGFR	Erbitux
1000042	L01XC06	Cetuximab	IMC-C225	Erbitux
1000098	R05CB13	Dornase Alfa	Deoxyribonuclease I	Pulmozyme
1000098	R05CB13	Dornase Alfa	Deoxyribonuclease I	Viscozyme
1000098	R05CB13	Dornase Alfa	Deoxyribonuclease-1 precursor	Pulmozyme
1000098	R05CB13	Dornase Alfa	Deoxyribonuclease-1 precursor	Viscozyme
1000098	R05CB13	Dornase Alfa	DNase	Pulmozyme
1000098	R05CB13	Dornase Alfa	DNase	Viscozyme
1000098	R05CB13	Dornase Alfa	DNase I	Pulmozyme
1000098	R05CB13	Dornase Alfa	DNase I	Viscozyme
1000098	R05CB13	Dornase Alfa	rhDNase	Pulmozyme
1000098	R05CB13	Dornase Alfa	rhDNase	Viscozyme
1000157	L01XX29	Denileukin diftitox	Diphtheria toxin precursor	Ontak
1000157	L01XX29	Denileukin diftitox	DT	Ontak
1000157	L01XX29	Denileukin diftitox	NAD(+--diphthamide ADP- ribosyltransferase)	Ontak
1000200	L04AB01	Etanercept	CD120b	Enbrel
1000200	L04AB01	Etanercept	CD120b	Enbrel (Immunex Corp)
1000200	L04AB01	Etanercept	CD120b	Enbrel Sureclick
1000200	L04AB01	Etanercept	p75	Enbrel
1000200	L04AB01	Etanercept	p75	Enbrel (Immunex Corp)
1000200	L04AB01	Etanercept	p75	Enbrel Sureclick
1000200	L04AB01	Etanercept	p80 TNF-alpha receptor	Enbrel
1000200	L04AB01	Etanercept	p80 TNF-alpha receptor	Enbrel (Immunex Corp)
1000200	L04AB01	Etanercept	p80 TNF-alpha receptor	Enbrel Sureclick
1000200	L04AB01	Etanercept	TNF-R2	Enbrel
1000200	L04AB01	Etanercept	TNF-R2	Enbrel (Immunex Corp)
1000200	L04AB01	Etanercept	TNF-R2	Enbrel Sureclick
1000200	L04AB01	Etanercept	Tumor necrosis factor receptor 2	Enbrel
1000200	L04AB01	Etanercept	Tumor necrosis factor receptor 2	Enbrel (Immunex Corp)
1000200	L04AB01	Etanercept	Tumor necrosis factor receptor 2	Enbrel Sureclick
1000200	L04AB01	Etanercept	Tumor necrosis factor receptor superfamily member 1B precursor	Enbrel
1000200	L04AB01	Etanercept	Tumor necrosis factor receptor superfamily member 1B precursor	Enbrel (Immunex Corp)
1000200	L04AB01	Etanercept	Tumor necrosis factor receptor superfamily member 1B precursor	Enbrel Sureclick
1000200	L04AB01	Etanercept	Tumor necrosis factor receptor type II	Enbrel
1000200	L04AB01	Etanercept	Tumor necrosis factor receptor type II	Enbrel (Immunex Corp)
1000200	L04AB01	Etanercept	Tumor necrosis factor receptor type II	Enbrel Sureclick
1000287	B01AE06	Bivalirudin	NULL	Angiomax
1000287	B01AE06	Bivalirudin	NULL	Angiox
1000339	L02AE02	Leuprolide	Leuprorelin	Eligard
1000339	L02AE02	Leuprolide	Leuprorelin	Enantone
1000339	L02AE02	Leuprolide	Leuprorelin	Leuplin
1000339	L02AE02	Leuprolide	Leuprorelin	LeuProMaxx
1000339	L02AE02	Leuprolide	Leuprorelin	Leupromer
1000339	L02AE02	Leuprolide	Leuprorelin	Lupron
1000339	L02AE02	Leuprolide	Leuprorelin	Lutrate
1000339	L02AE02	Leuprolide	Leuprorelin	Memryte
1000339	L02AE02	Leuprolide	Leuprorelin	Prostap 3
1000339	L02AE02	Leuprolide	Leuprorelin	Prostap SR
1000339	L02AE02	Leuprolide	Leuprorelin	Viadur
1000401	L03AB11	Peginterferon alfa-2a	NULL	Pegasys
1000401	L03AB11	Peginterferon alfa-2a	NULL	Pegasys (Hoffman-La Roche Inc)
1000446	S01XA13	Alteplase	t-PA	Activase (Genentech Inc)
1000446	S01XA13	Alteplase	t-plasminogen activator	Activase (Genentech Inc)
1000446	S01XA13	Alteplase	Tissue-type plasminogen activator precursor	Activase (Genentech Inc)
1000446	S01XA13	Alteplase	tPA	Activase (Genentech Inc)
1000446	B01AD02	Alteplase	t-PA	Activase (Genentech Inc)
1000446	B01AD02	Alteplase	t-plasminogen activator	Activase (Genentech Inc)
1000446	B01AD02	Alteplase	Tissue-type plasminogen activator precursor	Activase (Genentech Inc)
1000446	B01AD02	Alteplase	tPA	Activase (Genentech Inc)
1000491	H01AC04	Sermorelin	NULL	Geref
1000491	V04CD03	Sermorelin	NULL	Geref
1000519	L03AB06	Interferon alfa-n1	Interferon alpha-2	Wellferon (GlaxoSmithKline)
1000519	L03AB06	Interferon alfa-n1	Interferon alpha-A	Wellferon (GlaxoSmithKline)
1000519	L03AB06	Interferon alfa-n1	LeIF A	Wellferon (GlaxoSmithKline)
1000554	B03XA02	Darbepoetin alfa	Epoetin	Aranesp
1000554	B03XA02	Darbepoetin alfa	Erythropoietin precursor	Aranesp
1000599	B01AD04	Urokinase	U-plasminogen activator	Abbokinase
1000599	B01AD04	Urokinase	U-plasminogen activator	Kinlytic
1000599	B01AD04	Urokinase	uPA	Abbokinase
1000599	B01AD04	Urokinase	uPA	Kinlytic
1000599	B01AD04	Urokinase	Urokinase-type plasminogen activator precursor	Abbokinase
1000599	B01AD04	Urokinase	Urokinase-type plasminogen activator precursor	Kinlytic
1000660	L02AE03	Goserelin	NULL	Zoladex
1000713	B01AD07	Reteplase	t- PA	Retavase (Centocor)
1000713	B01AD07	Reteplase	t- PA	Retavase (Roche)
1000713	B01AD07	Reteplase	t-plasminogen activator	Retavase (Centocor)
1000713	B01AD07	Reteplase	t-plasminogen activator	Retavase (Roche)
1000713	B01AD07	Reteplase	Tissue-type plasminogen activator precursor	Retavase (Centocor)
1000713	B01AD07	Reteplase	Tissue-type plasminogen activator precursor	Retavase (Roche)
1000713	B01AD07	Reteplase	tPA	Retavase (Centocor)
1000713	B01AD07	Reteplase	tPA	Retavase (Roche)
1000758	B03XA02	Epoetin alfa	Epoetin	Epogen
1000758	B03XA02	Epoetin alfa	Epoetin	Epogen (Amgen Inc.)
1000758	B03XA02	Epoetin alfa	Epoetin	Epogin (Chugai)
1000758	B03XA02	Epoetin alfa	Epoetin	Epomax (Elanex)
1000758	B03XA02	Epoetin alfa	Epoetin	Eprex
1000758	B03XA02	Epoetin alfa	Epoetin	NeoRecormon (Roche)
1000758	B03XA02	Epoetin alfa	Epoetin	Procrit
1000758	B03XA02	Epoetin alfa	Epoetin	Procrit (Ortho Biotech)
1000758	B03XA02	Epoetin alfa	Epoetin	Recormon (Roche)
1000758	B03XA02	Epoetin alfa	Erythropoietin precursor	Epogen
1000758	B03XA02	Epoetin alfa	Erythropoietin precursor	Epogen (Amgen Inc.)
1000758	B03XA02	Epoetin alfa	Erythropoietin precursor	Epogin (Chugai)
1000758	B03XA02	Epoetin alfa	Erythropoietin precursor	Epomax (Elanex)
1000758	B03XA02	Epoetin alfa	Erythropoietin precursor	Eprex
1000758	B03XA02	Epoetin alfa	Erythropoietin precursor	NeoRecormon (Roche)
1000758	B03XA02	Epoetin alfa	Erythropoietin precursor	Procrit
1000758	B03XA02	Epoetin alfa	Erythropoietin precursor	Procrit (Ortho Biotech)
1000758	B03XA02	Epoetin alfa	Erythropoietin precursor	Recormon (Roche)
1000758	B03XA01	Epoetin alfa	Epoetin	Epogen
1000758	B03XA01	Epoetin alfa	Epoetin	Epogen (Amgen Inc.)
1000758	B03XA01	Epoetin alfa	Epoetin	Epogin (Chugai)
1000758	B03XA01	Epoetin alfa	Epoetin	Epomax (Elanex)
1000758	B03XA01	Epoetin alfa	Epoetin	Eprex
1000758	B03XA01	Epoetin alfa	Epoetin	NeoRecormon (Roche)
1000758	B03XA01	Epoetin alfa	Epoetin	Procrit
1000758	B03XA01	Epoetin alfa	Epoetin	Procrit (Ortho Biotech)
1000758	B03XA01	Epoetin alfa	Epoetin	Recormon (Roche)
1000758	B03XA01	Epoetin alfa	Erythropoietin precursor	Epogen
1000758	B03XA01	Epoetin alfa	Erythropoietin precursor	Epogen (Amgen Inc.)
1000758	B03XA01	Epoetin alfa	Erythropoietin precursor	Epogin (Chugai)
1000758	B03XA01	Epoetin alfa	Erythropoietin precursor	Epomax (Elanex)
1000758	B03XA01	Epoetin alfa	Erythropoietin precursor	Eprex
1000758	B03XA01	Epoetin alfa	Erythropoietin precursor	NeoRecormon (Roche)
1000758	B03XA01	Epoetin alfa	Erythropoietin precursor	Procrit
1000758	B03XA01	Epoetin alfa	Erythropoietin precursor	Procrit (Ortho Biotech)
1000758	B03XA01	Epoetin alfa	Erythropoietin precursor	Recormon (Roche)
1000823	H05BA01	Salmon Calcitonin	Calcitonin 1 precursor	Calcimar
1000823	H05BA01	Salmon Calcitonin	Calcitonin 1 precursor	Miacalcin (Novartis)
1000823	H05BA01	Salmon Calcitonin	Calcitonin-salmon	Calcimar
1000823	H05BA01	Salmon Calcitonin	Calcitonin-salmon	Miacalcin (Novartis)
1000823	H05BA01	Salmon Calcitonin	Calcitonin, salmon	Calcimar
1000823	H05BA01	Salmon Calcitonin	Calcitonin, salmon	Miacalcin (Novartis)
1000823	H05BA01	Salmon Calcitonin	Salmotonin	Calcimar
1000823	H05BA01	Salmon Calcitonin	Salmotonin	Miacalcin (Novartis)
1000910	L03AA10	Pegfilgrastim	G-CSF	Neulasta (Amgen Inc.)
1000910	L03AA10	Pegfilgrastim	Granulocyte colony-stimulating factor precursor	Neulasta (Amgen Inc.)
1000910	L03AA10	Pegfilgrastim	Lenograstim	Neulasta (Amgen Inc.)
1000910	L03AA10	Pegfilgrastim	Pluripoietin	Neulasta (Amgen Inc.)
1000951	L03AA09	Sargramostim	Colony-stimulating factor	Immunex
1000951	L03AA09	Sargramostim	Colony-stimulating factor	Leucomax (Novartis)
1000951	L03AA09	Sargramostim	Colony-stimulating factor	Leukine
1000951	L03AA09	Sargramostim	Colony-stimulating factor	Leukine (Berlex Laboratories Inc)
1000951	L03AA09	Sargramostim	CSF	Immunex
1000951	L03AA09	Sargramostim	CSF	Leucomax (Novartis)
1000951	L03AA09	Sargramostim	CSF	Leukine
1000951	L03AA09	Sargramostim	CSF	Leukine (Berlex Laboratories Inc)
1000951	L03AA09	Sargramostim	GM-CSF	Immunex
1000951	L03AA09	Sargramostim	GM-CSF	Leucomax (Novartis)
1000951	L03AA09	Sargramostim	GM-CSF	Leukine
1000951	L03AA09	Sargramostim	GM-CSF	Leukine (Berlex Laboratories Inc)
1000951	L03AA09	Sargramostim	Granulocyte-macrophage colony-stimulating factor precursor	Immunex
1000951	L03AA09	Sargramostim	Granulocyte-macrophage colony-stimulating factor precursor	Leucomax (Novartis)
1000951	L03AA09	Sargramostim	Granulocyte-macrophage colony-stimulating factor precursor	Leukine
1000951	L03AA09	Sargramostim	Granulocyte-macrophage colony-stimulating factor precursor	Leukine (Berlex Laboratories Inc)
1000951	L03AA09	Sargramostim	Molgramostin	Immunex
1000951	L03AA09	Sargramostim	Molgramostin	Leucomax (Novartis)
1000951	L03AA09	Sargramostim	Molgramostin	Leukine
1000951	L03AA09	Sargramostim	Molgramostin	Leukine (Berlex Laboratories Inc)
1001009	V04CK01	Secretin	Secremax, SecreFlo	SecreFlo
1001009	V04CK01	Secretin	Secremax, SecreFlo	Secremax, SecreFlo (Repligen Corp)
1001043	L03AB10	Peginterferon alfa-2b	NULL	PEG-Intron
1001043	L03AB10	Peginterferon alfa-2b	NULL	Unitron PEG
1001100	L01XX02	Asparaginase	L-asparagine amidohydrolase	Elspar (Merck
1001100	L01XX02	Asparaginase	L-asparagine amidohydrolase	&
1001100	L01XX02	Asparaginase	L-asparagine amidohydrolase	Co. Inc)
1001100	L01XX02	Asparaginase	Putative L-asparaginase precursor	Elspar (Merck
1001100	L01XX02	Asparaginase	Putative L-asparaginase precursor	&
1001100	L01XX02	Asparaginase	Putative L-asparaginase precursor	Co. Inc)
1001138	V04CJ01	Thyrotropin Alfa	Follicle-stimulating hormone beta subunit	Thyrogen (Genzyme Inc)
1001138	V04CJ01	Thyrotropin Alfa	Follitropin beta chain precursor	Thyrogen (Genzyme Inc)
1001138	V04CJ01	Thyrotropin Alfa	FSH-B	Thyrogen (Genzyme Inc)
1001138	V04CJ01	Thyrotropin Alfa	FSH-beta	Thyrogen (Genzyme Inc)
1001174	B02BD02	Antihemophilic Factor	AHF	Advate
1001174	B02BD02	Antihemophilic Factor	AHF	Alphanate
1001174	B02BD02	Antihemophilic Factor	AHF	Bioclate
1001174	B02BD02	Antihemophilic Factor	AHF	Helixate
1001174	B02BD02	Antihemophilic Factor	AHF	Helixate FS
1001174	B02BD02	Antihemophilic Factor	AHF	Hemofil M
1001174	B02BD02	Antihemophilic Factor	AHF	Humate-P
1001174	B02BD02	Antihemophilic Factor	AHF	Hyate:C
1001174	B02BD02	Antihemophilic Factor	AHF	Koate-HP
1001174	B02BD02	Antihemophilic Factor	AHF	Kogenate
1001174	B02BD02	Antihemophilic Factor	AHF	Kogenate FS
1001174	B02BD02	Antihemophilic Factor	AHF	Monarc-M
1001174	B02BD02	Antihemophilic Factor	AHF	Monoclate-P
1001174	B02BD02	Antihemophilic Factor	AHF	ReFacto
1001174	B02BD02	Antihemophilic Factor	AHF	Xyntha
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Advate
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Alphanate
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Bioclate
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Helixate
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Helixate FS
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Hemofil M
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Humate-P
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Hyate:C
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Koate-HP
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Kogenate
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Kogenate FS
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Monarc-M
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Monoclate-P
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	ReFacto
1001174	B02BD02	Antihemophilic Factor	Coagulation factor VIII precursor	Xyntha
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Advate
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Alphanate
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Bioclate
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Helixate
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Helixate FS
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Hemofil M
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Humate-P
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Hyate:C
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Koate-HP
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Kogenate
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Kogenate FS
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Monarc-M
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Monoclate-P
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	ReFacto
1001174	B02BD02	Antihemophilic Factor	Procoagulant component	Xyntha
1001309	L04AC03	Anakinra	ICIL-1RA	Kineret (Amgen Inc)
1001309	L04AC03	Anakinra	IL-1ra	Kineret (Amgen Inc)
1001309	L04AC03	Anakinra	IL-1RN	Kineret (Amgen Inc)
1001309	L04AC03	Anakinra	IL1 inhibitor	Kineret (Amgen Inc)
1001309	L04AC03	Anakinra	Interleukin-1 receptor antagonist protein precursor	Kineret (Amgen Inc)
1001309	L04AC03	Anakinra	IRAP	Kineret (Amgen Inc)
1001359	R02AB30	Gramicidin D	NULL	Neosporin
1001387	J06BA02	Intravenous Immunoglobulin	Ig alpha-2 chain C region	Civacir
1001387	J06BA02	Intravenous Immunoglobulin	Ig alpha-2 chain C region	Flebogamma (Instituto Grifols SA)
1001387	J06BA02	Intravenous Immunoglobulin	Ig alpha-2 chain C region	Gamunex (Talecris Biotherapeutics)
1001387	J06BA02	Intravenous Immunoglobulin	immune globulin	Civacir
1001387	J06BA02	Intravenous Immunoglobulin	immune globulin	Flebogamma (Instituto Grifols SA)
1001387	J06BA02	Intravenous Immunoglobulin	immune globulin	Gamunex (Talecris Biotherapeutics)
1001387	J06BA02	Intravenous Immunoglobulin	Immunoglobulin G	Civacir
1001387	J06BA02	Intravenous Immunoglobulin	Immunoglobulin G	Flebogamma (Instituto Grifols SA)
1001387	J06BA02	Intravenous Immunoglobulin	Immunoglobulin G	Gamunex (Talecris Biotherapeutics)
1001387	J06BA01	Intravenous Immunoglobulin	Ig alpha-2 chain C region	Civacir
1001387	J06BA01	Intravenous Immunoglobulin	Ig alpha-2 chain C region	Flebogamma (Instituto Grifols SA)
1001387	J06BA01	Intravenous Immunoglobulin	Ig alpha-2 chain C region	Gamunex (Talecris Biotherapeutics)
1001387	J06BA01	Intravenous Immunoglobulin	immune globulin	Civacir
1001387	J06BA01	Intravenous Immunoglobulin	immune globulin	Flebogamma (Instituto Grifols SA)
1001387	J06BA01	Intravenous Immunoglobulin	immune globulin	Gamunex (Talecris Biotherapeutics)
1001387	J06BA01	Intravenous Immunoglobulin	Immunoglobulin G	Civacir
1001387	J06BA01	Intravenous Immunoglobulin	Immunoglobulin G	Flebogamma (Instituto Grifols SA)
1001387	J06BA01	Intravenous Immunoglobulin	Immunoglobulin G	Gamunex (Talecris Biotherapeutics)
1001485	B01AD03	Anistreplase	t- PA	Eminase (Wulfing Pharma GmbH)
1001485	B01AD03	Anistreplase	t-plasminogen activator	Eminase (Wulfing Pharma GmbH)
1001485	B01AD03	Anistreplase	Tissue-type plasminogen activator precursor	Eminase (Wulfing Pharma GmbH)
1001485	B01AD03	Anistreplase	tPA	Eminase (Wulfing Pharma GmbH)
1001522	A10AB01	Insulin Regular	Insulin human	Humulin R
1001522	A10AB01	Insulin Regular	Insulin human	Novolin R
1001522	A10AE05	Insulin Regular	Insulin human	Humulin R
1001522	A10AE05	Insulin Regular	Insulin human	Novolin R
1001522	A10AB04	Insulin Regular	Insulin human	Humulin R
1001522	A10AB04	Insulin Regular	Insulin human	Novolin R
1001522	A10AE04	Insulin Regular	Insulin human	Humulin R
1001522	A10AE04	Insulin Regular	Insulin human	Novolin R
1001522	A10AD05	Insulin Regular	Insulin human	Humulin R
1001522	A10AD05	Insulin Regular	Insulin human	Novolin R
1001522	A10AC03	Insulin Regular	Insulin human	Humulin R
1001522	A10AC03	Insulin Regular	Insulin human	Novolin R
1001522	A10AC01	Insulin Regular	Insulin human	Humulin R
1001522	A10AC01	Insulin Regular	Insulin human	Novolin R
1001522	A10AB05	Insulin Regular	Insulin human	Humulin R
1001522	A10AB05	Insulin Regular	Insulin human	Novolin R
1001522	A10AB03	Insulin Regular	Insulin human	Humulin R
1001522	A10AB03	Insulin Regular	Insulin human	Novolin R
1001622	B01AD11	Tenecteplase	t- PA	TNKase (Genentech Inc)
1001622	B01AD11	Tenecteplase	t-plasminogen activator	TNKase (Genentech Inc)
1001622	B01AD11	Tenecteplase	Tissue-type plasminogen activator precursor	TNKase (Genentech Inc)
1001622	B01AD11	Tenecteplase	tPA	TNKase (Genentech Inc)
1001692	G03GA02	Menotropins	LH-B	Repronex
1001692	G03GA02	Menotropins	LSH- beta	Repronex
1001692	G03GA02	Menotropins	LSH-B	Repronex
1001692	G03GA02	Menotropins	Luteinizing hormone beta subunit	Repronex
1001692	G03GA02	Menotropins	Lutropin beta chain precursor	Repronex
1001777	L03AB11	Interferon Alfa-2a, Recombinant	Interferon alfa-2a	Roferon A (Hoffmann-La Roche Inc)
1001777	L03AB11	Interferon Alfa-2a, Recombinant	Interferon alfa-2a	Veldona (Amarillo Biosciences)
1001777	L03AB11	Interferon Alfa-2a, Recombinant	Oral interferon alfa	Roferon A (Hoffmann-La Roche Inc)
1001777	L03AB11	Interferon Alfa-2a, Recombinant	Oral interferon alfa	Veldona (Amarillo Biosciences)
1001777	L03AB11	Interferon Alfa-2a, Recombinant	rIFN-alpha-2a	Roferon A (Hoffmann-La Roche Inc)
1001777	L03AB11	Interferon Alfa-2a, Recombinant	rIFN-alpha-2a	Veldona (Amarillo Biosciences)
1001777	L03AB04	Interferon Alfa-2a, Recombinant	Interferon alfa-2a	Roferon A (Hoffmann-La Roche Inc)
1001777	L03AB04	Interferon Alfa-2a, Recombinant	Interferon alfa-2a	Veldona (Amarillo Biosciences)
1001777	L03AB04	Interferon Alfa-2a, Recombinant	Oral interferon alfa	Roferon A (Hoffmann-La Roche Inc)
1001777	L03AB04	Interferon Alfa-2a, Recombinant	Oral interferon alfa	Veldona (Amarillo Biosciences)
1001777	L03AB04	Interferon Alfa-2a, Recombinant	rIFN-alpha-2a	Roferon A (Hoffmann-La Roche Inc)
1001777	L03AB04	Interferon Alfa-2a, Recombinant	rIFN-alpha-2a	Veldona (Amarillo Biosciences)
1001826	H01BA02	Desmopressin	1-Desamino-8-D-arginine vasopressin	Adiuretin
1001826	H01BA02	Desmopressin	1-Desamino-8-D-arginine vasopressin	Concentraid
1001826	H01BA02	Desmopressin	1-Desamino-8-D-arginine vasopressin	DDAVP
1001826	H01BA02	Desmopressin	1-Desamino-8-D-arginine vasopressin	Minirin
1001826	H01BA02	Desmopressin	1-Desamino-8-D-arginine vasopressin	Stimate
1001826	H01BA02	Desmopressin	Desmopresina [INN-Spanish]	Adiuretin
1001826	H01BA02	Desmopressin	Desmopresina [INN-Spanish]	Concentraid
1001826	H01BA02	Desmopressin	Desmopresina [INN-Spanish]	DDAVP
1001826	H01BA02	Desmopressin	Desmopresina [INN-Spanish]	Minirin
1001826	H01BA02	Desmopressin	Desmopresina [INN-Spanish]	Stimate
1001826	H01BA02	Desmopressin	Desmopressine [INN-French]	Adiuretin
1001826	H01BA02	Desmopressin	Desmopressine [INN-French]	Concentraid
1001826	H01BA02	Desmopressin	Desmopressine [INN-French]	DDAVP
1001826	H01BA02	Desmopressin	Desmopressine [INN-French]	Minirin
1001826	H01BA02	Desmopressin	Desmopressine [INN-French]	Stimate
1001826	H01BA02	Desmopressin	Desmopressinum [INN-Latin]	Adiuretin
1001826	H01BA02	Desmopressin	Desmopressinum [INN-Latin]	Concentraid
1001826	H01BA02	Desmopressin	Desmopressinum [INN-Latin]	DDAVP
1001826	H01BA02	Desmopressin	Desmopressinum [INN-Latin]	Minirin
1001826	H01BA02	Desmopressin	Desmopressinum [INN-Latin]	Stimate
1002012	L03AC02	Oprelvekin	Adipogenesis inhibitory factor	Neumega
1002012	L03AC02	Oprelvekin	Adipogenesis inhibitory factor	Neumega (Genetics Institute Inc)
1002012	L03AC02	Oprelvekin	AGIF	Neumega
1002012	L03AC02	Oprelvekin	AGIF	Neumega (Genetics Institute Inc)
1002012	L03AC02	Oprelvekin	IL-11	Neumega
1002012	L03AC02	Oprelvekin	IL-11	Neumega (Genetics Institute Inc)
1002012	L03AC02	Oprelvekin	Interleukin-11 precursor	Neumega
1002012	L03AC02	Oprelvekin	Interleukin-11 precursor	Neumega (Genetics Institute Inc)
1002046	V03AF08	Palifermin	FGF-7	Kepivance (Amgen Inc)
1002046	V03AF08	Palifermin	Fibroblast growth factor- 7	Kepivance (Amgen Inc)
1002046	V03AF08	Palifermin	HBGF-7	Kepivance (Amgen Inc)
1002046	V03AF08	Palifermin	Keratinocyte growth factor precursor	Kepivance (Amgen Inc)
1002046	V03AF08	Palifermin	KGF	Kepivance (Amgen Inc)
1002097	H04AA01	Glucagon recombinant	NULL	GlucaGen (Novo Nordisk)
1002097	H04AA01	Glucagon recombinant	NULL	Glucagon (Eli Lilly)
1002145	L03AC01	Aldesleukin	IL-2	Proleukin
1002145	L03AC01	Aldesleukin	IL-2	Proleukin (Chiron Corp)
1002145	L03AC01	Aldesleukin	Interleukin-2 precursor	Proleukin
1002145	L03AC01	Aldesleukin	Interleukin-2 precursor	Proleukin (Chiron Corp)
1002145	L03AC01	Aldesleukin	T-cell growth factor	Proleukin
1002145	L03AC01	Aldesleukin	T-cell growth factor	Proleukin (Chiron Corp)
1002145	L03AC01	Aldesleukin	TCGF	Proleukin
1002145	L03AC01	Aldesleukin	TCGF	Proleukin (Chiron Corp)
1002247	R03DX05	Omalizumab	Ig gamma-1 chain C region	Xolair (Genentech Inc)
1002287	G03GA07	Lutropin alfa	LH-B	Luveris (Serono)
1002287	G03GA07	Lutropin alfa	LSH- beta	Luveris (Serono)
1002287	G03GA07	Lutropin alfa	LSH-B	Luveris (Serono)
1002287	G03GA07	Lutropin alfa	Luteinizing hormone beta subunit	Luveris (Serono)
1002287	G03GA07	Lutropin alfa	Lutropin beta chain precursor	Luveris (Serono)
1002347	A10AB04	Insulin Lispro	Insulin Lispro Recombinant	Humalog
1002347	A10AB04	Insulin Lispro	Insulin Lispro Recombinant	Humalog KwikPen
1002347	A10AB04	Insulin Lispro	Insulin Lispro Recombinant	Humalog Pen
1002347	A10AC04	Insulin Lispro	Insulin Lispro Recombinant	Humalog
1002347	A10AC04	Insulin Lispro	Insulin Lispro Recombinant	Humalog KwikPen
1002347	A10AC04	Insulin Lispro	Insulin Lispro Recombinant	Humalog Pen
1002347	A10AD04	Insulin Lispro	Insulin Lispro Recombinant	Humalog
1002347	A10AD04	Insulin Lispro	Insulin Lispro Recombinant	Humalog KwikPen
1002347	A10AD04	Insulin Lispro	Insulin Lispro Recombinant	Humalog Pen
1002435	A10AE04	Insulin Glargine	Insulin Glargine (rDNA origin)	Lantus
1002435	A10AE04	Insulin Glargine	Insulin Glargine (rDNA origin)	Lantus OptiSet
1002435	A10AE04	Insulin Glargine	Insulin Glargine (rDNA origin)	Lantus SoloStar
1002511	D03BA02	Collagenase	AA4500	Cordase
1002511	D03BA02	Collagenase	AA4500	Santyl (Advance Biofactures Corp)
1002511	D03BA02	Collagenase	AA4500	Xiaflextm
1002557	V03AF07	Rasburicase	Urate oxidase	Elitek
1002557	V03AF07	Rasburicase	Urate oxidase	Elitek (Sanofi-Synthelabo Inc)
1002557	V03AF07	Rasburicase	Urate oxidase	Fasturtec
1002557	V03AF07	Rasburicase	Uricase	Elitek
1002557	V03AF07	Rasburicase	Uricase	Elitek (Sanofi-Synthelabo Inc)
1002557	V03AF07	Rasburicase	Uricase	Fasturtec
1002595	H01CC02	Cetrorelix	Cetrorelixum [INN-Latin]	Cetrotide
1002595	H01CC02	Cetrorelix	SB 75	Cetrotide
1002595	H01CC02	Cetrorelix	SB-75	Cetrotide
1002654	L04AB04	Adalimumab	Ig gamma-1 chain C region	Humira
1002654	L04AB04	Adalimumab	Ig gamma-1 chain C region	Humira (Abbott Laboratories)
1002654	L04AB04	Adalimumab	Ig gamma-1 chain C region	Humira Pen
1002721	H01AC01	Somatropin recombinant	GH	BioTropin (Biotech General)
1002721	H01AC01	Somatropin recombinant	GH	Genotropin (Pfizer)
1002721	H01AC01	Somatropin recombinant	GH	Humatrope (Eli Lilly)
1002721	H01AC01	Somatropin recombinant	GH	Norditropin (Novo Nordisk)
1002721	H01AC01	Somatropin recombinant	GH	Nutropin (Genentech Inc.)
1002721	H01AC01	Somatropin recombinant	GH	NutropinAQ (Genentech Inc.)
1002721	H01AC01	Somatropin recombinant	GH	Protropin (Genentech Inc.)
1002721	H01AC01	Somatropin recombinant	GH	Saizen (Serono SA)
1002721	H01AC01	Somatropin recombinant	GH	Serostim
1002721	H01AC01	Somatropin recombinant	GH	Serostim (Serono SA)
1002721	H01AC01	Somatropin recombinant	GH	Tev-Tropin (GATE)
